_id,Timestamp,Redemption Count,Sales Count
145,2024-09-22T22:00:00,11,11
146,2024-09-22T21:45:00,3,3
147,2024-09-22T21:30:00,4,3
148,2024-09-22T21:15:00,7,5
149,2024-09-22T21:00:00,12,15
150,2024-09-22T20:45:00,5,6
151,2024-09-22T20:30:00,23,10
152,2024-09-22T20:15:00,7,4
153,2024-09-22T20:00:00,11,11
154,2024-09-22T19:45:00,27,22
155,2024-09-22T19:30:00,35,56
156,2024-09-22T19:15:00,45,44
157,2024-09-22T19:00:00,46,47
158,2024-09-22T18:45:00,64,66
159,2024-09-22T18:30:00,73,67
160,2024-09-22T18:15:00,86,74
161,2024-09-22T18:00:00,99,81
162,2024-09-22T17:45:00,111,82
163,2024-09-22T17:30:00,140,128
164,2024-09-22T17:15:00,121,114
165,2024-09-22T17:00:00,149,148
166,2024-09-22T16:45:00,111,82
167,2024-09-22T16:30:00,124,114
168,2024-09-22T16:15:00,163,147
169,2024-09-22T16:00:00,201,202
170,2024-09-22T15:45:00,142,135
171,2024-09-22T15:30:00,232,194
172,2024-09-22T15:15:00,245,245
173,2024-09-22T15:00:00,182,173
174,2024-09-22T14:45:00,180,190
175,2024-09-22T14:30:00,263,191
176,2024-09-22T14:15:00,197,153
177,2024-09-22T14:00:00,201,175
178,2024-09-22T13:45:00,196,180
179,2024-09-22T13:30:00,238,207
180,2024-09-22T13:15:00,251,211
181,2024-09-22T13:00:00,242,199
182,2024-09-22T12:45:00,223,197
183,2024-09-22T12:30:00,231,216
184,2024-09-22T12:15:00,240,213
185,2024-09-22T12:00:00,261,213
186,2024-09-22T11:45:00,178,217
187,2024-09-22T11:30:00,173,130
188,2024-09-22T11:15:00,139,115
189,2024-09-22T11:00:00,210,170
190,2024-09-22T10:45:00,151,142
191,2024-09-22T10:30:00,187,150
192,2024-09-22T10:15:00,200,178
193,2024-09-22T10:00:00,114,101
194,2024-09-22T09:45:00,77,85
195,2024-09-22T09:30:00,121,92
196,2024-09-22T09:15:00,45,51
197,2024-09-22T09:00:00,63,67
198,2024-09-22T08:45:00,19,49
199,2024-09-22T08:30:00,8,43
200,2024-09-22T08:15:00,34,29
201,2024-09-22T08:00:00,15,23
202,2024-09-22T07:45:00,2,9
203,2024-09-22T07:30:00,4,10
204,2024-09-22T07:15:00,1,22
205,2024-09-22T07:00:00,6,5
206,2024-09-22T06:45:00,2,3
207,2024-09-22T06:30:00,2,6
208,2024-09-22T06:15:00,0,3
209,2024-09-22T04:45:00,0,2
210,2024-09-22T02:45:00,0,3
211,2024-09-22T01:30:00,0,2
212,2024-09-22T01:15:00,0,8
213,2024-09-22T01:00:00,0,4
214,2024-09-22T00:30:00,0,10
215,2024-09-22T00:15:00,0,6
216,2024-09-22T00:00:00,0,12
217,2024-09-21T23:45:00,0,6
218,2024-09-21T23:30:00,2,12
219,2024-09-21T23:15:00,1,3
220,2024-09-21T23:00:00,7,6
221,2024-09-21T22:45:00,0,21
222,2024-09-21T22:30:00,11,23
223,2024-09-21T22:15:00,4,3
224,2024-09-21T22:00:00,1,18
225,2024-09-21T21:45:00,5,12
226,2024-09-21T21:30:00,7,13
227,2024-09-21T21:15:00,4,9
228,2024-09-21T21:00:00,8,6
229,2024-09-21T20:45:00,24,39
230,2024-09-21T20:30:00,27,20
231,2024-09-21T20:15:00,31,33
232,2024-09-21T20:00:00,29,35
233,2024-09-21T19:45:00,2,8
234,2024-09-21T19:30:00,17,22
235,2024-09-21T19:15:00,30,35
236,2024-09-21T19:00:00,83,70
237,2024-09-21T18:45:00,103,116
238,2024-09-21T18:30:00,101,96
239,2024-09-21T18:15:00,96,68
240,2024-09-21T18:00:00,106,108
241,2024-09-21T17:45:00,147,139
242,2024-09-21T17:30:00,153,156
243,2024-09-21T17:15:00,190,171
244,2024-09-21T17:00:00,189,173
245,2024-09-21T16:45:00,239,189
246,2024-09-21T16:30:00,191,216
247,2024-09-21T16:15:00,192,177
248,2024-09-21T16:00:00,256,229
249,2024-09-21T15:45:00,234,221
250,2024-09-21T15:30:00,232,230
251,2024-09-21T15:15:00,238,194
252,2024-09-21T15:00:00,281,256
253,2024-09-21T14:45:00,160,179
254,2024-09-21T14:30:00,214,163
255,2024-09-21T14:15:00,241,241
256,2024-09-21T14:00:00,249,188
257,2024-09-21T13:45:00,148,161
258,2024-09-21T13:30:00,275,208
259,2024-09-21T13:15:00,226,203
260,2024-09-21T13:00:00,186,189
261,2024-09-21T12:45:00,190,170
262,2024-09-21T12:30:00,211,212
263,2024-09-21T12:15:00,187,159
264,2024-09-21T12:00:00,214,167
265,2024-09-21T11:45:00,98,161
266,2024-09-21T11:30:00,155,138
267,2024-09-21T11:15:00,139,137
268,2024-09-21T11:00:00,127,141
269,2024-09-21T10:45:00,94,94
270,2024-09-21T10:30:00,146,149
271,2024-09-21T10:15:00,176,147
272,2024-09-21T10:00:00,65,60
273,2024-09-21T09:45:00,42,77
274,2024-09-21T09:30:00,98,75
275,2024-09-21T09:15:00,82,52
276,2024-09-21T09:00:00,26,65
277,2024-09-21T08:45:00,47,16
278,2024-09-21T08:30:00,11,37
279,2024-09-21T08:15:00,15,15
280,2024-09-21T08:00:00,15,40
281,2024-09-21T07:45:00,3,20
282,2024-09-21T07:30:00,3,8
283,2024-09-21T07:15:00,1,2
284,2024-09-21T07:00:00,4,6
285,2024-09-21T06:45:00,4,3
286,2024-09-21T06:30:00,12,12
287,2024-09-21T06:15:00,0,2
288,2024-09-21T06:00:00,0,2
289,2024-09-21T05:30:00,0,2
290,2024-09-21T04:15:00,0,2
291,2024-09-21T02:30:00,0,2
292,2024-09-21T02:00:00,0,7
293,2024-09-21T01:45:00,0,6
294,2024-09-21T01:30:00,0,5
295,2024-09-21T01:15:00,0,2
296,2024-09-21T01:00:00,0,4
297,2024-09-21T00:45:00,0,7
298,2024-09-21T00:30:00,0,3
299,2024-09-21T00:15:00,0,15
300,2024-09-21T00:00:00,0,5
301,2024-09-20T23:45:00,0,13
302,2024-09-20T23:30:00,7,21
303,2024-09-20T23:15:00,1,5
304,2024-09-20T23:00:00,5,10
305,2024-09-20T22:45:00,1,12
306,2024-09-20T22:30:00,5,8
307,2024-09-20T22:15:00,2,26
308,2024-09-20T22:00:00,10,26
309,2024-09-20T21:45:00,13,23
310,2024-09-20T21:30:00,14,18
311,2024-09-20T21:15:00,18,38
312,2024-09-20T21:00:00,12,22
313,2024-09-20T20:45:00,15,23
314,2024-09-20T20:30:00,63,33
315,2024-09-20T20:15:00,19,31
316,2024-09-20T20:00:00,10,26
317,2024-09-20T19:45:00,23,29
318,2024-09-20T19:30:00,35,30
319,2024-09-20T19:15:00,34,30
320,2024-09-20T19:00:00,50,86
321,2024-09-20T18:45:00,52,53
322,2024-09-20T18:30:00,62,69
323,2024-09-20T18:15:00,103,101
324,2024-09-20T18:00:00,62,56
325,2024-09-20T17:45:00,69,73
326,2024-09-20T17:30:00,150,133
327,2024-09-20T17:15:00,69,96
328,2024-09-20T17:00:00,40,45
329,2024-09-20T16:45:00,75,73
330,2024-09-20T16:30:00,115,84
331,2024-09-20T16:15:00,84,78
332,2024-09-20T16:00:00,130,114
333,2024-09-20T15:45:00,218,251
334,2024-09-20T15:30:00,122,134
335,2024-09-20T15:15:00,89,78
336,2024-09-20T15:00:00,112,199
337,2024-09-20T14:45:00,69,70
338,2024-09-20T14:30:00,120,113
339,2024-09-20T14:15:00,106,103
340,2024-09-20T14:00:00,133,130
341,2024-09-20T13:45:00,119,86
342,2024-09-20T13:30:00,120,88
343,2024-09-20T13:15:00,136,116
344,2024-09-20T13:00:00,94,88
345,2024-09-20T12:45:00,105,102
346,2024-09-20T12:30:00,80,80
347,2024-09-20T12:15:00,81,80
348,2024-09-20T12:00:00,125,119
349,2024-09-20T11:45:00,91,83
350,2024-09-20T11:30:00,85,69
351,2024-09-20T11:15:00,93,108
352,2024-09-20T11:00:00,96,82
353,2024-09-20T10:45:00,42,63
354,2024-09-20T10:30:00,161,94
355,2024-09-20T10:15:00,107,67
356,2024-09-20T10:00:00,53,63
357,2024-09-20T09:45:00,99,50
358,2024-09-20T09:30:00,105,37
359,2024-09-20T09:15:00,24,31
360,2024-09-20T09:00:00,29,37
361,2024-09-20T08:45:00,14,13
362,2024-09-20T08:30:00,26,15
363,2024-09-20T08:15:00,15,10
364,2024-09-20T08:00:00,17,16
365,2024-09-20T07:45:00,5,3
366,2024-09-20T07:30:00,15,8
367,2024-09-20T07:15:00,10,9
368,2024-09-20T07:00:00,3,5
369,2024-09-20T06:45:00,8,4
370,2024-09-20T06:30:00,11,11
371,2024-09-20T06:00:00,0,1
372,2024-09-20T04:45:00,0,22
373,2024-09-20T03:30:00,0,2
374,2024-09-20T02:30:00,0,3
375,2024-09-20T01:45:00,0,2
376,2024-09-20T00:15:00,0,18
377,2024-09-20T00:00:00,0,1
378,2024-09-19T23:45:00,0,5
379,2024-09-19T23:30:00,6,0
380,2024-09-19T23:15:00,2,4
381,2024-09-19T23:00:00,8,12
382,2024-09-19T22:45:00,10,8
383,2024-09-19T22:30:00,2,17
384,2024-09-19T22:15:00,2,11
385,2024-09-19T22:00:00,2,12
386,2024-09-19T21:45:00,7,12
387,2024-09-19T21:30:00,27,43
388,2024-09-19T21:15:00,7,9
389,2024-09-19T21:00:00,4,11
390,2024-09-19T20:45:00,7,8
391,2024-09-19T20:30:00,29,27
392,2024-09-19T20:15:00,19,20
393,2024-09-19T20:00:00,13,16
394,2024-09-19T19:45:00,22,39
395,2024-09-19T19:30:00,36,44
396,2024-09-19T19:15:00,39,35
397,2024-09-19T19:00:00,28,26
398,2024-09-19T18:45:00,42,39
399,2024-09-19T18:30:00,48,41
400,2024-09-19T18:15:00,65,64
401,2024-09-19T18:00:00,67,55
402,2024-09-19T17:45:00,43,39
403,2024-09-19T17:30:00,62,46
404,2024-09-19T17:15:00,58,47
405,2024-09-19T17:00:00,80,90
406,2024-09-19T16:45:00,75,83
407,2024-09-19T16:30:00,80,60
408,2024-09-19T16:15:00,56,61
409,2024-09-19T16:00:00,111,99
410,2024-09-19T15:45:00,63,61
411,2024-09-19T15:30:00,85,72
412,2024-09-19T15:15:00,81,77
413,2024-09-19T15:00:00,86,86
414,2024-09-19T14:45:00,110,83
415,2024-09-19T14:30:00,153,133
416,2024-09-19T14:15:00,107,93
417,2024-09-19T14:00:00,93,86
418,2024-09-19T13:45:00,137,93
419,2024-09-19T13:30:00,156,105
420,2024-09-19T13:15:00,108,91
421,2024-09-19T13:00:00,132,89
422,2024-09-19T12:45:00,156,127
423,2024-09-19T12:30:00,235,241
424,2024-09-19T12:15:00,149,97
425,2024-09-19T12:00:00,120,119
426,2024-09-19T11:45:00,77,84
427,2024-09-19T11:30:00,86,91
428,2024-09-19T11:15:00,110,95
429,2024-09-19T11:00:00,99,111
430,2024-09-19T10:45:00,49,64
431,2024-09-19T10:30:00,61,97
432,2024-09-19T10:15:00,107,73
433,2024-09-19T10:00:00,56,84
434,2024-09-19T09:45:00,26,58
435,2024-09-19T09:30:00,35,50
436,2024-09-19T09:15:00,21,21
437,2024-09-19T09:00:00,7,15
438,2024-09-19T08:45:00,9,34
439,2024-09-19T08:30:00,18,10
440,2024-09-19T08:15:00,26,14
441,2024-09-19T08:00:00,9,7
442,2024-09-19T07:45:00,6,6
443,2024-09-19T07:30:00,12,5
444,2024-09-19T07:15:00,16,13
445,2024-09-19T07:00:00,10,5
446,2024-09-19T06:45:00,4,7
447,2024-09-19T06:30:00,11,4
448,2024-09-19T06:15:00,0,1
449,2024-09-19T05:45:00,0,1
450,2024-09-19T03:00:00,0,4
451,2024-09-19T01:15:00,0,2
452,2024-09-19T00:15:00,0,3
453,2024-09-18T23:45:00,0,5
454,2024-09-18T23:30:00,5,3
455,2024-09-18T23:15:00,0,4
456,2024-09-18T23:00:00,13,13
457,2024-09-18T22:45:00,3,3
458,2024-09-18T22:30:00,12,23
459,2024-09-18T22:15:00,4,1
460,2024-09-18T22:00:00,9,9
461,2024-09-18T21:45:00,6,10
462,2024-09-18T21:30:00,17,18
463,2024-09-18T21:15:00,7,4
464,2024-09-18T21:00:00,4,8
465,2024-09-18T20:45:00,9,10
466,2024-09-18T20:30:00,22,63
467,2024-09-18T20:15:00,11,14
468,2024-09-18T20:00:00,8,4
469,2024-09-18T19:45:00,8,8
470,2024-09-18T19:30:00,52,47
471,2024-09-18T19:15:00,30,30
472,2024-09-18T19:00:00,183,24
473,2024-09-18T18:45:00,47,33
474,2024-09-18T18:30:00,40,191
475,2024-09-18T18:15:00,43,32
476,2024-09-18T18:00:00,59,46
477,2024-09-18T17:45:00,44,45
478,2024-09-18T17:30:00,54,46
479,2024-09-18T17:15:00,53,51
480,2024-09-18T17:00:00,25,33
481,2024-09-18T16:45:00,34,27
482,2024-09-18T16:30:00,123,88
483,2024-09-18T16:15:00,45,40
484,2024-09-18T16:00:00,68,71
485,2024-09-18T15:45:00,189,210
486,2024-09-18T15:30:00,84,90
487,2024-09-18T15:15:00,81,71
488,2024-09-18T15:00:00,67,68
489,2024-09-18T14:45:00,57,51
490,2024-09-18T14:30:00,85,111
491,2024-09-18T14:15:00,83,81
492,2024-09-18T14:00:00,96,89
493,2024-09-18T13:45:00,63,89
494,2024-09-18T13:30:00,127,103
495,2024-09-18T13:15:00,65,68
496,2024-09-18T13:00:00,91,79
497,2024-09-18T12:45:00,103,105
498,2024-09-18T12:30:00,86,79
499,2024-09-18T12:15:00,72,60
500,2024-09-18T12:00:00,80,63
501,2024-09-18T11:45:00,61,61
502,2024-09-18T11:30:00,128,108
503,2024-09-18T11:15:00,68,72
504,2024-09-18T11:00:00,139,179
505,2024-09-18T10:45:00,56,48
506,2024-09-18T10:30:00,65,58
507,2024-09-18T10:15:00,75,76
508,2024-09-18T10:00:00,43,40
509,2024-09-18T09:45:00,22,44
510,2024-09-18T09:30:00,42,48
511,2024-09-18T09:15:00,6,11
512,2024-09-18T09:00:00,33,25
513,2024-09-18T08:45:00,3,7
514,2024-09-18T08:30:00,29,25
515,2024-09-18T08:15:00,20,1
516,2024-09-18T08:00:00,6,9
517,2024-09-18T07:45:00,3,2
518,2024-09-18T07:30:00,17,12
519,2024-09-18T07:15:00,3,4
520,2024-09-18T07:00:00,4,0
521,2024-09-18T06:45:00,3,1
522,2024-09-18T06:30:00,12,5
523,2024-09-18T06:15:00,2,2
524,2024-09-18T02:45:00,0,1
525,2024-09-18T02:15:00,0,3
526,2024-09-18T01:00:00,0,1
527,2024-09-18T00:15:00,0,1
528,2024-09-18T00:00:00,0,10
529,2024-09-17T23:45:00,0,6
530,2024-09-17T23:30:00,2,4
531,2024-09-17T23:15:00,1,2
532,2024-09-17T23:00:00,5,1
533,2024-09-17T22:45:00,4,3
534,2024-09-17T22:30:00,5,21
535,2024-09-17T22:15:00,0,10
536,2024-09-17T22:00:00,6,26
537,2024-09-17T21:30:00,20,11
538,2024-09-17T21:15:00,8,7
539,2024-09-17T21:00:00,8,9
540,2024-09-17T20:45:00,7,7
541,2024-09-17T20:30:00,15,15
542,2024-09-17T20:15:00,18,14
543,2024-09-17T19:45:00,4,9
544,2024-09-17T19:30:00,25,15
545,2024-09-17T19:15:00,37,28
546,2024-09-17T19:00:00,69,66
547,2024-09-17T18:45:00,25,21
548,2024-09-17T18:30:00,48,43
549,2024-09-17T18:15:00,47,32
550,2024-09-17T18:00:00,61,49
551,2024-09-17T17:45:00,27,24
552,2024-09-17T17:30:00,68,44
553,2024-09-17T17:15:00,59,57
554,2024-09-17T17:00:00,47,41
555,2024-09-17T16:45:00,52,41
556,2024-09-17T16:30:00,212,369
557,2024-09-17T16:15:00,34,34
558,2024-09-17T16:00:00,50,48
559,2024-09-17T15:45:00,35,40
560,2024-09-17T15:30:00,94,89
561,2024-09-17T15:15:00,91,98
562,2024-09-17T15:00:00,76,73
563,2024-09-17T14:45:00,62,68
564,2024-09-17T14:30:00,88,89
565,2024-09-17T14:15:00,74,77
566,2024-09-17T14:00:00,77,75
567,2024-09-17T13:45:00,65,75
568,2024-09-17T13:30:00,130,110
569,2024-09-17T13:15:00,82,183
570,2024-09-17T13:00:00,48,53
571,2024-09-17T12:45:00,97,80
572,2024-09-17T12:30:00,85,87
573,2024-09-17T12:15:00,78,74
574,2024-09-17T12:00:00,84,68
575,2024-09-17T11:45:00,63,50
576,2024-09-17T11:30:00,84,74
577,2024-09-17T11:15:00,58,68
578,2024-09-17T11:00:00,141,89
579,2024-09-17T10:45:00,55,61
580,2024-09-17T10:30:00,89,29
581,2024-09-17T10:15:00,128,91
582,2024-09-17T10:00:00,25,28
583,2024-09-17T09:45:00,17,17
584,2024-09-17T09:30:00,24,21
585,2024-09-17T09:15:00,13,4
586,2024-09-17T09:00:00,31,23
587,2024-09-17T08:45:00,13,18
588,2024-09-17T08:30:00,24,25
589,2024-09-17T08:15:00,21,9
590,2024-09-17T08:00:00,9,44
591,2024-09-17T07:45:00,10,18
592,2024-09-17T07:30:00,13,23
593,2024-09-17T07:15:00,6,2
594,2024-09-17T07:00:00,15,19
595,2024-09-17T06:45:00,5,2
596,2024-09-17T06:30:00,17,10
597,2024-09-17T06:15:00,0,1
598,2024-09-17T05:45:00,0,1
599,2024-09-17T00:45:00,0,5
600,2024-09-17T00:15:00,0,1
601,2024-09-17T00:00:00,0,3
602,2024-09-16T23:30:00,3,2
603,2024-09-16T23:15:00,3,22
604,2024-09-16T23:00:00,1,7
605,2024-09-16T22:45:00,3,5
606,2024-09-16T22:30:00,8,13
607,2024-09-16T22:15:00,3,33
608,2024-09-16T22:00:00,9,20
609,2024-09-16T21:45:00,3,7
610,2024-09-16T21:30:00,19,4
611,2024-09-16T21:15:00,11,27
612,2024-09-16T21:00:00,1,9
613,2024-09-16T20:45:00,14,12
614,2024-09-16T20:30:00,20,13
615,2024-09-16T20:15:00,10,5
616,2024-09-16T20:00:00,3,2
617,2024-09-16T19:45:00,23,15
618,2024-09-16T19:30:00,34,30
619,2024-09-16T19:15:00,20,18
620,2024-09-16T19:00:00,53,48
621,2024-09-16T18:45:00,49,56
622,2024-09-16T18:30:00,63,49
623,2024-09-16T18:15:00,96,83
624,2024-09-16T18:00:00,66,54
625,2024-09-16T17:45:00,69,62
626,2024-09-16T17:30:00,90,79
627,2024-09-16T17:15:00,92,92
628,2024-09-16T17:00:00,79,75
629,2024-09-16T16:45:00,88,66
630,2024-09-16T16:30:00,101,108
631,2024-09-16T16:15:00,49,52
632,2024-09-16T16:00:00,96,86
633,2024-09-16T15:45:00,77,140
634,2024-09-16T15:30:00,79,81
635,2024-09-16T15:15:00,80,93
636,2024-09-16T15:00:00,119,120
637,2024-09-16T14:45:00,69,80
638,2024-09-16T14:30:00,146,141
639,2024-09-16T14:15:00,103,119
640,2024-09-16T14:00:00,120,101
641,2024-09-16T13:45:00,103,124
642,2024-09-16T13:30:00,147,93
643,2024-09-16T13:15:00,117,97
644,2024-09-16T13:00:00,67,73
645,2024-09-16T12:45:00,117,137
646,2024-09-16T12:30:00,122,114
647,2024-09-16T12:15:00,97,88
648,2024-09-16T12:00:00,130,135
649,2024-09-16T11:45:00,127,101
650,2024-09-16T11:30:00,138,124
651,2024-09-16T11:15:00,97,132
652,2024-09-16T11:00:00,107,103
653,2024-09-16T10:45:00,74,54
654,2024-09-16T10:30:00,256,244
655,2024-09-16T10:15:00,51,46
656,2024-09-16T10:00:00,42,56
657,2024-09-16T09:45:00,63,62
658,2024-09-16T09:30:00,47,45
659,2024-09-16T09:15:00,38,31
660,2024-09-16T09:00:00,14,41
661,2024-09-16T08:45:00,10,31
662,2024-09-16T08:30:00,23,19
663,2024-09-16T08:15:00,26,23
664,2024-09-16T08:00:00,3,4
665,2024-09-16T07:45:00,6,7
666,2024-09-16T07:30:00,11,9
667,2024-09-16T07:15:00,10,8
668,2024-09-16T07:00:00,7,4
669,2024-09-16T06:45:00,3,2
670,2024-09-16T06:30:00,4,0
671,2024-09-16T05:45:00,0,4
672,2024-09-16T05:00:00,0,1
673,2024-09-16T03:45:00,0,5
674,2024-09-16T02:30:00,0,1
675,2024-09-16T01:30:00,0,9
676,2024-09-16T00:30:00,0,3
677,2024-09-16T00:00:00,0,5
678,2024-09-15T23:30:00,6,5
679,2024-09-15T23:15:00,2,1
680,2024-09-15T23:00:00,2,2
681,2024-09-15T22:45:00,0,2
682,2024-09-15T22:30:00,6,4
683,2024-09-15T22:15:00,15,19
684,2024-09-15T22:00:00,2,2
685,2024-09-15T21:45:00,5,6
686,2024-09-15T21:30:00,8,8
687,2024-09-15T21:15:00,5,4
688,2024-09-15T21:00:00,21,21
689,2024-09-15T20:45:00,13,21
690,2024-09-15T20:30:00,17,13
691,2024-09-15T20:15:00,21,24
692,2024-09-15T20:00:00,25,20
693,2024-09-15T19:45:00,22,18
694,2024-09-15T19:30:00,69,48
695,2024-09-15T19:15:00,78,63
696,2024-09-15T19:00:00,99,83
697,2024-09-15T18:45:00,84,102
698,2024-09-15T18:30:00,80,57
699,2024-09-15T18:15:00,96,81
700,2024-09-15T18:00:00,98,94
701,2024-09-15T17:45:00,128,142
702,2024-09-15T17:30:00,216,181
703,2024-09-15T17:15:00,176,153
704,2024-09-15T17:00:00,159,145
705,2024-09-15T16:45:00,164,150
706,2024-09-15T16:30:00,242,196
707,2024-09-15T16:15:00,175,149
708,2024-09-15T16:00:00,278,258
709,2024-09-15T15:45:00,266,251
710,2024-09-15T15:30:00,239,234
711,2024-09-15T15:15:00,229,210
712,2024-09-15T15:00:00,233,190
713,2024-09-15T14:45:00,254,227
714,2024-09-15T14:30:00,295,219
715,2024-09-15T14:15:00,309,279
716,2024-09-15T14:00:00,293,258
717,2024-09-15T13:45:00,300,251
718,2024-09-15T13:30:00,321,262
719,2024-09-15T13:15:00,226,184
720,2024-09-15T13:00:00,284,299
721,2024-09-15T12:45:00,359,294
722,2024-09-15T12:30:00,254,221
723,2024-09-15T12:15:00,355,308
724,2024-09-15T12:00:00,273,263
725,2024-09-15T11:45:00,199,214
726,2024-09-15T11:30:00,255,192
727,2024-09-15T11:15:00,191,149
728,2024-09-15T11:00:00,309,236
729,2024-09-15T10:45:00,160,184
730,2024-09-15T10:30:00,184,130
731,2024-09-15T10:15:00,174,162
732,2024-09-15T10:00:00,149,165
733,2024-09-15T09:45:00,131,95
734,2024-09-15T09:30:00,194,197
